id_prescricao,cpf_paciente,nome_paciente,medicamento,codigo_medicamento,quantidade,data_prescricao
7749,26835491728,Felipe da Rosa,Dipirona,GHI789,4,2025-05-05
7750,94160835775,Rebeca Moraes,Amoxicilina,MNO345,2,2025-05-19
7751,56187043235,Pietra da Luz,Ibuprofeno,ABC123,5,2025-05-01
7752,3186279577,João Guilherme Teixeira,Losartana,GHI789,2,2025-05-10
7753,70812564308,Larissa Castro,Losartana,ABC123,1,2025-05-15
7754,9634852700,Luiza Fogaça,Losartana,GHI789,5,2025-04-24
7755,94507683157,Arthur Pinto,Ibuprofeno,GHI789,4,2025-04-20
7756,69350148242,Dra. Bruna Viana,Amoxicilina,ABC123,1,2025-05-10
7757,4983561242,Benjamin Dias,Ibuprofeno,DEF456,4,2025-04-21
7758,86032175480,Diego Oliveira,Losartana,JKL012,4,2025-05-21
7759,71694803520,Luiz Gustavo Ferreira,Ibuprofeno,INV,-1,2025-04-20
7760,87450391600,Milena Gonçalves,Amoxicilina,DEF456,2,2025-04-25
7761,87495123664,Sr. Lucas Moraes,Amoxicilina,ABC123,4,2025-05-11
7762,50281637903,Elisa Monteiro,Losartana,DEF456,1,2025-04-25
7763,10548326924,Juliana Porto,Dipirona,MNO345,3,2025-04-25
7764,19234568737,Beatriz da Rocha,Paracetamol,GHI789,4,2025-05-08
7765,69857214002,Pietra Moraes,Losartana,ABC123,3,2025-04-28
7766,19584632728,Larissa Cunha,Ibuprofeno,ABC123,3,2025-04-29
7767,75013849241,Carolina Alves,Paracetamol,ABC123,1,2025-04-28
7768,32168974519,Paulo Cunha,Ibuprofeno,DEF456,3,2025-05-01
7769,41835602762,Sabrina Moraes,Ibuprofeno,GHI789,2,2025-05-17
7770,68074239187,Dra. Maria Luiza da Conceição,Losartana,DEF456,1,2025-04-28
7771,84129375628,Giovanna Rocha,Amoxicilina,ABC123,3,2025-04-28
7772,53624078992,Yago Fogaça,Amoxicilina,DEF456,5,2025-05-06
7773,64032791570,Sra. Alexia Araújo,Losartana,JKL012,4,2025-04-24
7774,7365248947,Bianca Nascimento,Ibuprofeno,ABC123,2,2025-04-20
7775,95407831600,Ian Costa,Losartana,JKL012,5,2025-05-06
7776,14658920794,Dr. Benício Moraes,Dipirona,JKL012,1,2025-04-25
7777,5791236859,Ana Beatriz Ribeiro,Paracetamol,JKL012,5,2025-05-13
7778,59043126870,Cauã Fogaça,Dipirona,GHI789,1,2025-04-20
7779,76318459219,Isis Almeida,Ibuprofeno,DEF456,4,2025-05-08
7780,91374086584,Sofia Rodrigues,Paracetamol,ABC123,4,2025-05-18
7781,75246039161,João Guilherme Caldeira,Amoxicilina,ABC123,3,2025-05-01
7782,54968072392,Emanuella Oliveira,Losartana,GHI789,1,2025-05-04
7783,82543197079,Sra. Isabella Melo,Losartana,GHI789,2,2025-05-13
7784,40159267307,Srta. Rafaela Gomes,Dipirona,JKL012,3,2025-05-09
7785,20173468535,Pedro Henrique Novaes,Paracetamol,GHI789,4,2025-05-15
7786,96018735466,Calebe Cardoso,Dipirona,GHI789,3,2025-05-18
7787,98516270467,Gabrielly Gonçalves,Losartana,JKL012,2,2025-04-22
7788,5926431824,Srta. Milena Moreira,Paracetamol,GHI789,1,2025-05-21
7789,43279851637,Gustavo Henrique Silveira,Dipirona,ABC123,2,2025-04-21
7790,83614297004,Srta. Amanda Silveira,Amoxicilina,ABC123,1,2025-04-29
7791,40762193506,Dr. Rodrigo Rezende,Ibuprofeno,ABC123,1,2025-05-18
7792,26307845929,Thiago da Rocha,Dipirona,INV,-1,2025-05-16
7793,95210763803,João Vitor Duarte,Dipirona,MNO345,5,2025-05-08
7794,74061592858,Dr. Nicolas Pires,Losartana,GHI789,2,2025-04-21
7795,80592163415,Thiago Rocha,Ibuprofeno,DEF456,5,2025-04-29
7796,79628150430,Dra. Marcela Sales,Losartana,GHI789,2,2025-04-25
7797,15276839409,Kamilly Mendes,Ibuprofeno,MNO345,2,2025-05-13
7798,43012685707,Ana Julia da Mota,Ibuprofeno,MNO345,5,2025-05-15
7799,37618452946,Caio Sales,Dipirona,DEF456,3,2025-05-13
7800,36472580162,Esther da Rocha,Dipirona,MNO345,3,2025-05-04
7801,18349602589,Marina Pires,Dipirona,MNO345,4,2025-05-13
7802,74532801680,Diogo Moura,Amoxicilina,INV,-1,2025-04-22
7803,20468539700,Yago da Rosa,Paracetamol,ABC123,1,2025-05-16
7804,123456789,Guilherme Freitas,Ibuprofeno,INV,-1,2025-05-12
7805,37605189400,Luana Azevedo,Losartana,DEF456,2,2025-04-26
7806,25406718967,Eloah Araújo,Ibuprofeno,MNO345,3,2025-05-05
7807,63907418557,Valentina Ferreira,Amoxicilina,DEF456,5,2025-04-29
7808,41209867303,Brenda Fogaça,Paracetamol,GHI789,1,2025-04-27
7809,82906417530,Maria Alice Freitas,Amoxicilina,MNO345,2,2025-04-24
7810,59032741888,Srta. Maria Eduarda Azevedo,Dipirona,JKL012,2,2025-05-11
7811,73456809166,João Gabriel da Paz,Losartana,GHI789,1,2025-05-04
7812,59408671384,Vitor Hugo Mendes,Amoxicilina,GHI789,4,2025-05-20
7813,4263857992,Dr. Pedro da Conceição,Ibuprofeno,DEF456,5,2025-05-07
7814,59214608776,Fernando Barbosa,Ibuprofeno,ABC123,2,2025-05-04
7815,89651274085,Luiz Otávio Aragão,Ibuprofeno,ABC123,1,2025-05-14
7816,25408397629,Helena da Mata,Amoxicilina,DEF456,5,2025-05-11
7817,46875310910,Lavínia Azevedo,Amoxicilina,MNO345,2,2025-05-09
7818,60718429567,Sr. Luiz Fernando Costa,Amoxicilina,JKL012,3,2025-05-10
7819,36290481533,Bernardo Martins,Amoxicilina,MNO345,5,2025-04-21
7820,36408571271,Mariane Fogaça,Paracetamol,ABC123,3,2025-05-21
7821,70261849549,Alana Cardoso,Amoxicilina,ABC123,2,2025-05-13
7822,20173596886,Elisa Pinto,Amoxicilina,GHI789,1,2025-05-01
7823,48160972369,Bruno da Conceição,Dipirona,JKL012,4,2025-05-12
7824,85316092759,Henrique Gonçalves,Paracetamol,JKL012,5,2025-04-26
7825,91638027595,Pedro Lucas Cardoso,Ibuprofeno,JKL012,2,2025-04-23
7826,61054387290,Isabelly Novaes,Ibuprofeno,JKL012,4,2025-05-07
7827,2314567943,Srta. Rebeca Ferreira,Amoxicilina,MNO345,1,2025-04-28
7828,123456789,Ana Moura,Losartana,INV,-1,2025-04-29
7829,75691032461,Sra. Emilly Cunha,Ibuprofeno,DEF456,1,2025-05-12
7830,40825963133,Maria Julia Mendes,Paracetamol,JKL012,1,2025-04-29
7831,53904162799,Leandro Ramos,Paracetamol,JKL012,5,2025-04-24
7832,8149736557,Gabrielly Moreira,Paracetamol,MNO345,4,2025-05-10
7833,63918704548,Yago Nascimento,Paracetamol,JKL012,4,2025-04-23
7834,3781962431,Luiz Miguel Fogaça,Losartana,JKL012,2,2025-05-20
7835,16539047800,Lavínia Dias,Dipirona,DEF456,4,2025-05-03
7836,50961827386,Ana Teixeira,Ibuprofeno,DEF456,4,2025-05-07
7837,30618954775,Dr. Igor Araújo,Amoxicilina,MNO345,1,2025-05-11
7838,7386145217,Diogo Correia,Dipirona,DEF456,4,2025-05-20
7839,31982460598,Natália Porto,Dipirona,JKL012,3,2025-05-11
7840,31574960857,Matheus Nascimento,Losartana,ABC123,5,2025-05-11
7841,54306729800,Letícia Viana,Paracetamol,JKL012,5,2025-04-27
7842,48190357204,Pietra Fernandes,Paracetamol,GHI789,4,2025-05-15
7843,14576023934,Joaquim Silveira,Amoxicilina,DEF456,1,2025-05-18
7844,49380257104,Luana Jesus,Paracetamol,GHI789,5,2025-05-21
7845,56742981300,Melissa Pereira,Losartana,ABC123,3,2025-05-11
7846,95163248782,Dr. Rafael Viana,Paracetamol,ABC123,3,2025-05-15
7847,32098657447,Murilo Monteiro,Ibuprofeno,JKL012,3,2025-05-06
7848,17524809379,Murilo Araújo,Losartana,ABC123,5,2025-05-01
7849,9157382603,Caroline Caldeira,Losartana,JKL012,2,2025-05-21
7850,4751982397,Luna Silva,Amoxicilina,ABC123,1,2025-05-17
7851,68527301407,Gustavo Sales,Paracetamol,JKL012,2,2025-05-01
7852,9718532668,Isabel Freitas,Dipirona,JKL012,3,2025-05-16
7853,3579268112,Dr. Lucas Gabriel Rodrigues,Ibuprofeno,GHI789,3,2025-05-04
7854,72456183053,Sra. Luiza Moraes,Dipirona,MNO345,1,2025-04-25
7855,46239510815,Bianca Moraes,Paracetamol,GHI789,2,2025-05-15
7856,16985207430,Manuela Cavalcanti,Amoxicilina,GHI789,4,2025-05-19
7857,50824961315,Elisa Araújo,Amoxicilina,GHI789,1,2025-04-21
7858,34916807510,Augusto Gonçalves,Amoxicilina,INV,-1,2025-05-06
7859,17029853695,Dra. Gabrielly Ramos,Ibuprofeno,GHI789,3,2025-05-07
7860,90738624500,Mirella Viana,Ibuprofeno,DEF456,2,2025-05-16
7861,46932508729,Maria Sophia Santos,Paracetamol,ABC123,4,2025-04-22
7862,50763821462,Maria Clara Barros,Ibuprofeno,DEF456,5,2025-05-18
7863,19578034288,Sr. Carlos Eduardo Campos,Ibuprofeno,DEF456,2,2025-05-13
7864,43095186215,Igor Oliveira,Paracetamol,ABC123,4,2025-04-30
7865,53864079292,Dr. João Felipe Mendes,Dipirona,INV,-1,2025-05-19
7866,7154936800,Felipe Pinto,Amoxicilina,MNO345,4,2025-05-16
7867,58096217402,Rafael Barbosa,Ibuprofeno,MNO345,4,2025-05-06
7868,92874305197,Isaac Porto,Dipirona,GHI789,1,2025-05-10
7869,123456789,Dr. Vitor Hugo da Mata,Amoxicilina,INV,-1,2025-05-18
7870,97158340600,Samuel Ferreira,Amoxicilina,ABC123,4,2025-05-10
7871,65231407925,Ana Luiza Porto,Losartana,ABC123,3,2025-04-30
7872,89126374013,Ana Júlia Teixeira,Amoxicilina,MNO345,2,2025-05-21
7873,75198240630,Maria Alice Viana,Amoxicilina,MNO345,4,2025-05-21
7874,75692401894,Renan Rezende,Losartana,JKL012,3,2025-04-25
7875,35468201771,Srta. Maria Sophia Silveira,Dipirona,INV,-1,2025-05-01
7876,37415680235,Alexia Porto,Paracetamol,MNO345,4,2025-05-01
7877,37026849131,Breno Vieira,Ibuprofeno,DEF456,3,2025-04-26
7878,68723495065,Leandro Pires,Paracetamol,JKL012,2,2025-05-05
7879,40521938732,Sr. Juan Almeida,Ibuprofeno,MNO345,3,2025-05-21
7880,10356489205,Milena Castro,Amoxicilina,INV,-1,2025-04-23
7881,64953108701,Luiz Fernando Lima,Dipirona,ABC123,3,2025-05-11
7882,42968570102,Catarina Aragão,Dipirona,DEF456,2,2025-04-28
7883,72531406808,Lívia Monteiro,Amoxicilina,DEF456,4,2025-05-19
7884,8653721444,Beatriz Vieira,Ibuprofeno,MNO345,3,2025-05-18
7885,43160527808,Mariana da Paz,Paracetamol,MNO345,2,2025-05-20
7886,76240983500,Maria Cecília Martins,Dipirona,DEF456,4,2025-05-04
7887,80195724305,Leandro da Cunha,Dipirona,JKL012,1,2025-04-30
7888,85926371473,Guilherme Souza,Ibuprofeno,ABC123,2,2025-05-13
7889,18037492613,Vitor Hugo Martins,Dipirona,JKL012,5,2025-05-06
7890,67528430153,Isabel Moraes,Amoxicilina,JKL012,3,2025-05-14
7891,76983025121,Gustavo Monteiro,Dipirona,DEF456,4,2025-04-28
7892,71450263925,Maria Sophia Cardoso,Paracetamol,ABC123,5,2025-05-18
7893,74612950399,Pietro Nunes,Losartana,MNO345,4,2025-05-03
7894,16824930598,Theo das Neves,Amoxicilina,JKL012,3,2025-05-16
7895,75213604862,Marcela Freitas,Dipirona,ABC123,5,2025-05-05
7896,17302594643,João Ferreira,Ibuprofeno,MNO345,2,2025-05-20
7897,78961034510,Emanuel Rocha,Losartana,MNO345,2,2025-05-17
7898,123456789,Miguel Ferreira,Paracetamol,INV,-1,2025-04-29
7899,7941628350,Cecília Castro,Dipirona,JKL012,5,2025-05-12
7900,85320617453,Helena Viana,Losartana,DEF456,1,2025-04-28
7901,123456789,Yasmin Silva,Paracetamol,INV,-1,2025-05-20
7902,36174820580,Diogo Ribeiro,Amoxicilina,JKL012,5,2025-04-22
7903,73608951202,Marcela Freitas,Losartana,ABC123,5,2025-04-22
7904,31829657437,Leandro Viana,Losartana,ABC123,2,2025-05-20
7905,123456789,Dr. Paulo Araújo,Losartana,INV,-1,2025-05-03
7906,56478319237,Diogo Oliveira,Paracetamol,JKL012,4,2025-05-10
7907,91467832537,Luiz Felipe Alves,Losartana,DEF456,5,2025-04-23
7908,81530762480,Amanda da Rosa,Ibuprofeno,MNO345,5,2025-04-22
7909,45371029699,Maria Eduarda Fogaça,Ibuprofeno,JKL012,3,2025-05-11
7910,46809725130,João Felipe Vieira,Amoxicilina,MNO345,2,2025-05-06
7911,16934058739,Dr. Otávio Costela,Losartana,JKL012,1,2025-04-25
7912,62739580177,Srta. Manuela Alves,Ibuprofeno,DEF456,5,2025-04-24
7913,38756094175,Marcela Teixeira,Losartana,DEF456,4,2025-05-19
7914,74105286994,Sra. Ana Sales,Losartana,GHI789,4,2025-04-28
7915,61420583905,Fernanda Moura,Ibuprofeno,JKL012,3,2025-04-30
7916,14726935828,Emanuella Martins,Dipirona,DEF456,5,2025-05-17
7917,31572980460,Isaac Campos,Amoxicilina,JKL012,1,2025-05-10
7918,18947026387,Rafaela Dias,Amoxicilina,DEF456,1,2025-05-06
7919,63195278030,Ana Vitória Almeida,Dipirona,MNO345,3,2025-05-07
7920,56219307895,Sra. Helena Farias,Paracetamol,JKL012,5,2025-04-28
7921,26084137903,Srta. Sophia Costela,Dipirona,GHI789,1,2025-05-12
7922,86759023102,Augusto das Neves,Dipirona,DEF456,2,2025-05-16
7923,26490751399,Dr. Benício Azevedo,Ibuprofeno,MNO345,1,2025-04-23
7924,96372548038,Marcos Vinicius Vieira,Amoxicilina,DEF456,4,2025-04-20
7925,69273014534,Fernanda Pinto,Dipirona,JKL012,5,2025-05-21
7926,41253890714,Maria Sophia Ramos,Dipirona,MNO345,1,2025-05-09
7927,81064593739,Sr. Davi Cavalcanti,Ibuprofeno,ABC123,4,2025-04-27
7928,58102436905,João Lucas Araújo,Losartana,MNO345,3,2025-05-18
7929,36714085290,Lara da Rocha,Dipirona,ABC123,1,2025-05-14
7930,98314762040,Dr. Augusto Oliveira,Paracetamol,DEF456,4,2025-05-02
7931,96587021476,Dr. Augusto Jesus,Paracetamol,GHI789,2,2025-05-16
7932,68139247537,Manuela Castro,Dipirona,DEF456,4,2025-05-02
7933,14926730804,Maria Fernanda Vieira,Dipirona,MNO345,4,2025-05-12
7934,43695802189,Srta. Emilly Freitas,Amoxicilina,GHI789,1,2025-05-05
7935,93062147822,Levi Ribeiro,Losartana,GHI789,3,2025-05-04
7936,79450268185,Sra. Isadora Cardoso,Losartana,GHI789,4,2025-05-17
7937,24391608570,Fernanda Novaes,Ibuprofeno,JKL012,3,2025-04-25
7938,14286039722,Vitor Jesus,Losartana,JKL012,3,2025-05-18
7939,17345268071,Rebeca das Neves,Losartana,JKL012,1,2025-05-15
7940,89613042598,Manuela Viana,Amoxicilina,GHI789,2,2025-05-13
7941,83562410905,Igor Cunha,Dipirona,ABC123,4,2025-05-19
7942,67412039822,Juan Barbosa,Losartana,MNO345,5,2025-05-11
7943,65103729407,Rodrigo Aragão,Dipirona,JKL012,5,2025-04-27
7944,50327491680,Luiz Miguel da Costa,Dipirona,MNO345,2,2025-04-25
7945,53076928465,Sra. Letícia Costela,Paracetamol,JKL012,2,2025-05-04
7946,87321694500,Anthony Ribeiro,Amoxicilina,MNO345,4,2025-05-21
7947,19468072304,Natália Dias,Ibuprofeno,ABC123,2,2025-05-17
7948,16745038900,Renan Pereira,Losartana,INV,-1,2025-05-02
7949,82140657390,Levi Ribeiro,Dipirona,MNO345,4,2025-05-01
7950,87436190539,Dr. João Vitor Silva,Paracetamol,GHI789,4,2025-05-16
7951,86715294364,Joaquim Carvalho,Dipirona,GHI789,5,2025-04-28
7952,18940576276,Larissa Sales,Ibuprofeno,GHI789,1,2025-05-08
7953,26709185494,Sophia Freitas,Dipirona,ABC123,5,2025-05-03
7954,80954162749,Laura Cavalcanti,Dipirona,GHI789,2,2025-05-01
7955,10623498570,Esther Nascimento,Dipirona,MNO345,2,2025-05-21
7956,36128940722,Bruna Martins,Ibuprofeno,ABC123,4,2025-05-02
7957,67340192840,Luiz Fernando Barros,Losartana,MNO345,2,2025-05-21
7958,64029751849,Brenda Cunha,Amoxicilina,JKL012,3,2025-04-20
7959,35629104799,Emanuel Correia,Dipirona,GHI789,1,2025-05-13
7960,5918276386,Agatha Ferreira,Ibuprofeno,GHI789,3,2025-05-10
7961,1874265976,Luiz Henrique Jesus,Dipirona,JKL012,5,2025-05-06
7962,27358046900,Guilherme Araújo,Losartana,ABC123,2,2025-05-10
7963,2861593415,Lara Costa,Paracetamol,DEF456,2,2025-05-11
7964,2475361999,Maria da Cruz,Dipirona,GHI789,4,2025-05-12
7965,82439016713,Theo Nascimento,Paracetamol,GHI789,2,2025-04-22
7966,80423591606,Srta. Raquel da Mata,Amoxicilina,GHI789,4,2025-04-24
7967,18079356475,Daniela Fogaça,Losartana,JKL012,5,2025-05-14
7968,91250386489,Davi Lucas Freitas,Ibuprofeno,DEF456,3,2025-05-06
7969,94360712561,Dr. Guilherme Freitas,Dipirona,GHI789,5,2025-05-18
7970,7891234523,Luiz Otávio Monteiro,Ibuprofeno,DEF456,5,2025-04-26
7971,67423589128,Srta. Ana Fernandes,Amoxicilina,JKL012,2,2025-05-15
7972,47319628031,Davi Lucas Mendes,Paracetamol,JKL012,3,2025-04-23
7973,7286935429,Marina Campos,Paracetamol,DEF456,2,2025-05-07
7974,56830147948,Alana Ferreira,Ibuprofeno,GHI789,3,2025-04-30
7975,70845136984,Sra. Mariana Mendes,Amoxicilina,ABC123,2,2025-05-03
7976,46019358224,Maitê Jesus,Amoxicilina,ABC123,4,2025-04-25
7977,58427196300,Dr. João Miguel Rezende,Paracetamol,JKL012,4,2025-05-21
7978,34197562837,Rafael Fogaça,Paracetamol,ABC123,5,2025-04-21
7979,69341075866,Sr. Kevin da Luz,Amoxicilina,ABC123,3,2025-05-02
7980,6129485794,Lara Duarte,Losartana,MNO345,1,2025-05-07
7981,61348052970,Vinicius da Rocha,Losartana,GHI789,5,2025-05-13
7982,21490753850,Ryan Lopes,Amoxicilina,DEF456,2,2025-04-28
7983,75410698258,Heitor da Luz,Ibuprofeno,DEF456,4,2025-04-23
7984,62879501377,Julia Duarte,Losartana,DEF456,1,2025-05-02
7985,89105762359,Beatriz Correia,Paracetamol,DEF456,2,2025-05-15
7986,80361592795,Juliana da Paz,Paracetamol,MNO345,1,2025-05-15
7987,29471035805,Sra. Emilly Vieira,Dipirona,ABC123,2,2025-04-23
7988,24358706126,Theo Teixeira,Dipirona,ABC123,2,2025-05-05
7989,70356419207,João Ferreira,Losartana,MNO345,5,2025-05-08
7990,51904682324,Rebeca da Luz,Dipirona,ABC123,2,2025-04-22
7991,46217950820,Maria Vitória Carvalho,Paracetamol,JKL012,5,2025-05-03
7992,13490758684,Heloísa Cunha,Losartana,JKL012,2,2025-05-21
7993,39850621451,Clarice Cunha,Paracetamol,ABC123,3,2025-05-09
7994,34159268005,Luana Freitas,Dipirona,DEF456,5,2025-04-25
7995,85961237095,Maysa Farias,Dipirona,GHI789,3,2025-05-21
7996,64201753808,Sabrina Vieira,Ibuprofeno,GHI789,4,2025-05-17
7997,5798261395,Emanuelly Alves,Paracetamol,ABC123,3,2025-05-16
7998,123456789,Luiz Fernando Cardoso,Ibuprofeno,INV,-1,2025-05-20
7999,7943615875,Maria Clara Ramos,Ibuprofeno,JKL012,5,2025-05-19
8000,68109375286,Vicente Pires,Dipirona,DEF456,5,2025-04-21
8001,8753169484,Pietra Barbosa,Ibuprofeno,DEF456,1,2025-05-09
8002,80321976568,Sra. Alana Peixoto,Amoxicilina,DEF456,4,2025-04-28
8003,53806174920,Clarice Novaes,Losartana,GHI789,5,2025-05-11
8004,15780649294,Miguel Gonçalves,Amoxicilina,DEF456,2,2025-04-21
8005,24869135728,Sra. Clarice Costela,Amoxicilina,MNO345,4,2025-04-23
8006,59084763157,Gabriela Cunha,Amoxicilina,JKL012,1,2025-05-04
8007,29160578467,Dr. João Guilherme Campos,Amoxicilina,DEF456,2,2025-05-10
8008,68702931559,Isabelly Moraes,Ibuprofeno,JKL012,3,2025-05-10
8009,65218743909,Sr. Vitor Moreira,Losartana,MNO345,4,2025-05-11
8010,87052391414,Nicole Lopes,Paracetamol,JKL012,2,2025-05-14
8011,31576249034,Dra. Maria Sophia Martins,Dipirona,ABC123,2,2025-04-28
8012,65301742817,Luiz Felipe Aragão,Ibuprofeno,GHI789,4,2025-04-22
8013,72586439155,Joana da Mota,Paracetamol,DEF456,2,2025-05-10
8014,56903142770,Isadora Barbosa,Ibuprofeno,JKL012,3,2025-05-03
8015,74890136584,Arthur Santos,Amoxicilina,MNO345,4,2025-04-26
8016,17954368246,Sra. Camila da Cruz,Ibuprofeno,MNO345,3,2025-04-30
8017,50178943223,Ana Clara Dias,Amoxicilina,MNO345,1,2025-04-21
8018,73824960583,Sophia Barros,Losartana,MNO345,2,2025-05-04
8019,46983217519,Natália Teixeira,Ibuprofeno,ABC123,4,2025-05-05
8020,13850962768,Ana Clara Pires,Losartana,DEF456,2,2025-04-22
8021,96174235882,Arthur Porto,Dipirona,ABC123,5,2025-05-10
8022,80726931586,Laís Viana,Amoxicilina,ABC123,1,2025-05-18
8023,72340961831,Sr. Gustavo Henrique da Costa,Amoxicilina,JKL012,5,2025-04-22
8024,62930184787,Nicole Porto,Ibuprofeno,JKL012,4,2025-05-03
8025,46250319743,Dr. Theo da Paz,Paracetamol,JKL012,3,2025-05-07
8026,17964203878,Dra. Maria Sophia Fogaça,Losartana,GHI789,2,2025-05-13
8027,69123548746,Larissa Monteiro,Amoxicilina,DEF456,5,2025-04-24
8028,58709123695,Isadora Farias,Dipirona,GHI789,2,2025-05-11
8029,48659271076,Calebe Souza,Ibuprofeno,INV,-1,2025-05-02
8030,14768925049,Ana Vitória da Luz,Amoxicilina,DEF456,3,2025-05-12
8031,23674590883,Heloísa Farias,Dipirona,GHI789,1,2025-05-18
8032,18490673250,Pietro Ferreira,Dipirona,MNO345,4,2025-04-20
8033,73541960884,Diogo Gonçalves,Amoxicilina,GHI789,2,2025-05-11
8034,63987451246,Pedro Nascimento,Losartana,GHI789,4,2025-05-08
8035,4193758648,Dra. Maria Cecília Rezende,Amoxicilina,MNO345,5,2025-05-07
8036,73952486191,Maria Sophia Novaes,Amoxicilina,DEF456,3,2025-05-05
8037,13084795223,Luiz Henrique da Costa,Dipirona,ABC123,1,2025-05-15
8038,40865723974,Augusto Carvalho,Losartana,ABC123,5,2025-05-17
8039,10346589215,Thiago Pereira,Losartana,ABC123,5,2025-04-21
8040,37540986166,Kevin Santos,Losartana,JKL012,5,2025-05-10
8041,6759312821,Miguel Novaes,Ibuprofeno,ABC123,1,2025-05-10
8042,48172560958,Srta. Elisa Lopes,Losartana,JKL012,3,2025-05-17
8043,35048967100,Sra. Bárbara da Luz,Paracetamol,MNO345,4,2025-05-05
8044,1762895420,Davi Lucas Caldeira,Dipirona,JKL012,5,2025-05-10
8045,73689041520,Bernardo Correia,Amoxicilina,GHI789,3,2025-05-07
8046,95846231764,Brenda Silveira,Dipirona,MNO345,1,2025-04-24
8047,87149065384,Ana Laura Oliveira,Paracetamol,ABC123,4,2025-05-19
8048,78349026103,Gustavo Henrique Costa,Amoxicilina,MNO345,5,2025-05-14
8049,65124987049,Maitê Cunha,Paracetamol,ABC123,3,2025-05-18
8050,5267134961,Sr. Thiago Mendes,Amoxicilina,DEF456,4,2025-05-18
8051,65793142061,Davi Lucas Nascimento,Losartana,DEF456,5,2025-05-01
8052,27089345629,Pedro Gonçalves,Losartana,MNO345,2,2025-05-11
8053,81725469049,Marcelo Moura,Paracetamol,JKL012,1,2025-04-23
8054,52714603807,Carolina Teixeira,Amoxicilina,GHI789,1,2025-05-11
8055,24903867196,Kaique Mendes,Paracetamol,GHI789,4,2025-04-25
8056,87025396400,Otávio Castro,Losartana,INV,-1,2025-05-11
8057,98430725105,Dr. Pedro Lucas Vieira,Losartana,JKL012,3,2025-05-09
8058,5326749874,Dr. Vitor Gabriel Alves,Amoxicilina,DEF456,2,2025-05-06
8059,26930451770,Ana Luiza Porto,Dipirona,MNO345,1,2025-04-23
8060,81032576480,João Pedro da Cruz,Dipirona,DEF456,5,2025-05-01
8061,38412970640,Ana Júlia Gomes,Dipirona,MNO345,2,2025-04-22
8062,13087692450,Vitor da Cruz,Amoxicilina,DEF456,5,2025-05-04
8063,97524680120,Ana Vitória Ramos,Losartana,ABC123,3,2025-05-21
8064,2391856415,Otávio Jesus,Losartana,ABC123,1,2025-04-24
8065,34719862519,Sra. Heloísa Carvalho,Dipirona,MNO345,5,2025-04-30
8066,92850143642,Sr. Carlos Eduardo da Cruz,Ibuprofeno,GHI789,5,2025-05-10
8067,26438591700,Olivia Souza,Paracetamol,DEF456,5,2025-04-23
8068,73864251044,Sabrina Freitas,Paracetamol,DEF456,1,2025-05-14
8069,45067893184,Enzo Porto,Paracetamol,ABC123,3,2025-05-14
8070,26791054352,Catarina Souza,Ibuprofeno,MNO345,1,2025-05-08
8071,43265807126,Dr. Enzo Ferreira,Dipirona,MNO345,3,2025-04-27
8072,46719820303,Davi Nogueira,Dipirona,JKL012,2,2025-04-30
8073,15409673875,Maria Clara Souza,Dipirona,GHI789,3,2025-04-29
8074,76345082171,Luiz Gustavo Barros,Paracetamol,JKL012,3,2025-04-25
8075,50173862977,Luiz Henrique Nascimento,Dipirona,MNO345,5,2025-05-06
8076,64957318093,Daniela Rocha,Ibuprofeno,MNO345,2,2025-04-27
8077,78190465384,Mariane da Mota,Paracetamol,JKL012,5,2025-05-01
8078,1274389631,Luiza Costa,Ibuprofeno,ABC123,2,2025-04-20
8079,4312576980,Dra. Daniela Araújo,Ibuprofeno,JKL012,3,2025-05-05
8080,4371652808,Gabriela Nascimento,Ibuprofeno,JKL012,1,2025-05-06
8081,6817239478,Leandro Pinto,Losartana,ABC123,1,2025-05-10
8082,71920834613,Marcos Vinicius da Costa,Losartana,DEF456,1,2025-05-17
8083,52097638465,Camila Almeida,Paracetamol,INV,-1,2025-04-27
8084,123456789,Dra. Isabella da Paz,Ibuprofeno,INV,-1,2025-04-23
8085,3874165957,Sra. Manuela Rodrigues,Dipirona,DEF456,3,2025-04-21
8086,43780926547,Rodrigo Cardoso,Paracetamol,JKL012,4,2025-04-26
8087,48619032542,Eduarda Nogueira,Paracetamol,ABC123,2,2025-04-21
8088,45678129058,Thales Melo,Losartana,GHI789,4,2025-05-12
8089,59286417020,Maria Julia Moura,Losartana,ABC123,1,2025-04-22
8090,81604753900,Srta. Júlia Freitas,Ibuprofeno,INV,-1,2025-04-27
8091,32581764937,Dra. Alexia Almeida,Amoxicilina,ABC123,5,2025-05-09
8092,85016934215,Samuel Gomes,Paracetamol,JKL012,1,2025-05-11
8093,70431629803,Daniela Alves,Paracetamol,MNO345,3,2025-04-24
8094,10835472671,Sofia Souza,Dipirona,JKL012,5,2025-05-02
8095,123456789,Julia Caldeira,Dipirona,INV,-1,2025-05-03
8096,41632879573,Maria Julia Cavalcanti,Dipirona,GHI789,3,2025-05-17
8097,34619708240,Sra. Julia da Paz,Dipirona,ABC123,4,2025-04-21
8098,79643852083,Enzo Gabriel Aragão,Dipirona,GHI789,4,2025-05-03
8099,32486017526,Dr. Alexandre Vieira,Paracetamol,DEF456,4,2025-05-18
8100,38469752065,Dra. Júlia Silveira,Amoxicilina,JKL012,1,2025-04-26
